,bag_openbareruimte_id,totaal_bijplaatsingen,aantal_niet_aplus,aantal_grofvuil,stadsdeel,postcode,adres,geometrie_origineel,dumpplek,aantal_handhavingen,lon,lat
1864,363300000004601.0,9,7,5,Oost,1098GD,Pythagorasstraat 66,POINT (124169.23623874474 485284.0979457984),False,0,4.934661581568877,52.35459185125233
2357,363300000005278.0,9,9,0,Centrumlocaties,Nederland,Hoogte kadijk 90,POINT (117127.96175893547 488562.6206400341),,0,4.830942632397214,52.3836164413283
1332,363300000003825.0,9,7,0,Centrumlocaties,Nederland,Sint Antonie sluis,POINT (122084.68648187316 486850.8953182915),True,1,4.903911631855058,52.368552241235506
2740,363300000005928.0,9,6,1,Nieuw-West,1064DC,Dom H. van der Laanstraat 10,POINT (116504.42229706631 487611.0592523538),False,0,4.821893582386514,52.375021201416004
1767,363300000004455.0,9,6,3,Zuid,1082BL,Sandhorst 12,POINT (119725.07699895269 482152.83633065096),False,0,4.869759431743794,52.32618284164036
295,363300000001692.0,9,3,0,Nieuw-West,1069NN,Seifertplein 1,POINT (113438.29676479253 485323.2589191805),,0,4.777152432495194,52.354236841690614
2702,363300000005849.0,9,3,0,Zuid,1083JR,Hof van Groenen 19,POINT (120544.58895812795 482692.47645858355),,0,4.8817251317090244,52.33108474157146
224,363300000001508.0,9,6,1,Nieuw-West,1066JE,Bastenakenstraat 60,POINT (116073.58200504706 484042.4518164524),False,1,4.815979982184146,52.34291895166613
263,363300000001586.0,9,3,0,Zuid,1083JE,Weenahof 12,POINT (120556.35139549838 483004.6499828177),False,0,4.881865761728872,52.33389109155051
819,363300000003037.0,9,1,1,Centrum,Nederland,Buiten Vissersstraat 8,POINT (121374.29830054336 488128.21432659257),True,1,4.893353632002673,52.3799888411812
2311,363300000005223.0,9,7,1,Zuid,1071DW,Van Miereveldstraat 13,POINT (120634.5817092283 485458.23794168414),False,1,4.882762961886572,52.35594719138653
1310,363300000003795.0,9,4,2,Zuid,1082CL,Moermond 6,POINT (120162.1203034363 482036.48844443867),False,0,4.8761821656888955,52.32516504452356
2219,363300000005084.0,9,6,1,Zuid,1082CB,Ter Boede 6,POINT (120259.85294671045 482038.21465595794),False,0,4.877615531689953,52.32518674162599
2166,363300000005011.0,9,7,1,Centrum,Nederland,Nieuwe Nieuwstraat 19A,POINT (121370.84801969602 487600.92603935767),True,2,4.893355731967347,52.375249741215846
2106,363300000004931.0,9,3,1,Noord,1023CJ,Wognumerstraat 20,POINT (125129.84967430381 488945.0085166666),False,0,4.948436025763038,52.38754680327263
1014,363300000003353.0,9,8,1,Centrumlocaties,Nederland,Elandstraat 22,POINT (120493.81713990142 486995.66080859833),True,2,4.880539032002183,52.3697556412917
2014,363300000004797.0,9,8,7,Centrumlocaties,Nederland,Palmdwarsstraat 67,POINT (120737.7349462386 488295.1567711379),,0,4.883987932068866,52.38144984119662
2834,363300011951174.0,9,3,0,Noord,1035RS,Roseboom 2,POINT (121695.78685339412 492476.2196762494),False,1,4.897643636837876,52.41908503312991
984,363300000003307.0,9,4,3,Zuid,1083XT,Drakenstein 79,POINT (120920.05040335938 482556.22940010286),False,1,4.88724693166746,52.32988364156502
855,363300000003095.0,9,5,4,Centrumlocaties,Nederland,Charles Boissevainstraat 27I,POINT (115909.51825268575 485456.93906632136),False,0,4.813408232292828,52.355619641580695
2010,363300000004791.0,9,7,3,Nieuw-West,1069XH,Pakingehof 15,POINT (114408.20031599942 485683.54220551765),False,0,4.791344667164915,52.357547294553356
2076,363300000004881.0,8,5,3,Zuid,1058JH,Wijsmullerstraat 43,POINT (118529.20899834705 485495.7497702831),False,0,4.851855916434348,52.35614859423764
2705,363300000005852.0,8,5,2,Zuid,1083JK,Holy 6,POINT (120546.87784789066 482895.601544764),False,0,4.8817379317224,52.33291044155805
1571,363300000004166.0,8,7,7,Centrumlocaties,Nederland,Onbekendegracht 13,POINT (122161.68089515877 486189.0838970358),,0,4.90510673180379,52.3626089412757
2709,363300000005861.0,8,8,3,Centrumlocaties,Nederland,Sarphatistraat 336,POINT (122783.90077364881 486124.09858439467),True,3,4.914247431745561,52.36206174125431
1435,363300000003967.0,8,8,1,Zuid,1075LC,Karperweg 2,POINT (118871.85914493201 484670.1610508955),,0,4.856974061985667,52.348751431510536
287,363300000001664.0,8,4,2,Centrumlocaties,Nederland,Plantage Parklaan 30,POINT (122562.33323669764 486887.28899045126),,0,4.910921131816202,52.36890774121336
2558,363300000005583.0,8,8,5,Zuid,1083BK,Zuidewijn 18,POINT (120808.8061467048 482057.5855674584),,0,4.885665631643784,52.325395241602294
2025,363300000004813.0,8,7,2,Centrum,Nederland,Passeerdersgracht 2,POINT (120596.49749115559 486744.84627551417),True,1,4.882072331976428,52.36750794130388
197,363300000001445.0,8,7,4,Oost,1019TD,Seinwachterstraat 1,POINT (125147.48220512256 487462.8335102052),False,2,4.948826721630996,52.37422696106861
2884,457300000000045.0,8,2,1,Weesp,1382BN,Ingelandenstraat 65,POINT (130795.95109559521 480297.3654442279),False,0,5.032286656189702,52.310105486550725
1855,363300000004585.0,8,1,0,Zuid,1077XA,Prinses Marijkestraat 3,POINT (119936.45259854132 484147.9082076925),,0,4.872652231858909,52.34412674150099
1610,363300000004216.0,8,5,2,Nieuw-West,1068SJ,Louis Davidsstraat 46,POINT (115681.41005865217 485107.45755583217),False,0,4.810100916870096,52.35246249451845
1145,363300000003555.0,8,6,6,Zuid,1083AJ,Hillenraadt 24,POINT (120913.09208974981 481953.5757911668),,0,4.887205831627825,52.32446694160487
210,363300000001480.0,8,4,1,Nieuw-West,1060PW,Iseoplantsoen 16,POINT (113602.61897717582 484746.5599523747),False,0,4.779635217176545,52.34906634473224
1615,363300000004224.0,8,8,1,Centrumlocaties,Nederland,Bilderdijkstraat,POINT (117873.66028311304 484064.73255501507),,0,4.84239153203104,52.343243741591046
2741,363300000005933.0,8,5,1,Nieuw-West,1060PE,Monte Viso 11,POINT (113305.93964001974 484761.25102028553),False,0,4.775279417229064,52.34917594475473
2395,363300000005330.0,8,8,4,Nieuw-West,1068DT,Vreedenhaven 7,POINT (114873.47684894627 486010.63678602455),,1,4.798135232418606,52.360521141587164
1136,363300000003537.0,8,2,1,Zuid,1081HS,Warmelo 12,POINT (118971.15176503421 482675.4981101675),False,0,4.858644715979634,52.33083129454336
2410,363300000005352.0,8,5,3,Zuid,1081BC,Wallestein 1,POINT (119381.64169341166 481974.7902677553),False,0,4.864740631761565,52.32456054166603
2005,363300000004786.0,8,8,3,Zuid,1082GB,Overvoorde 41,POINT (119892.90176782568 482156.78182882536),,0,4.872220731729563,52.326229041633205
85,363300000001128.0,8,3,0,Nieuw-West,1064NZ,Hof van Versailles 40,POINT (117223.95094178431 486775.4669920036),False,0,4.832553352268622,52.367561521440805
994,363300000003321.0,8,5,2,Zuid,1082CP,Duinbeek 6,POINT (120159.35462482602 482161.8837544027),False,0,4.876128631706887,52.32629184162201
1199,363300000003628.0,8,4,0,Noord,1024PH,Ilperveldstraat 42,POINT (124865.97215382781 489710.202928081),False,0,4.944491321807837,52.39440942093264
358,363300000002163.0,8,8,6,Centrumlocaties,Nederland,Oostenburgermiddenstraat 96,POINT (123738.77142763822 487137.1269514812),True,4,4.928171031731194,52.37122134114832
485,363300000002548.0,8,6,3,Centrumlocaties,Nederland,Eerste Laurierdwarsstraat 23H,POINT (120536.05730955658 487238.54267510155),True,0,4.881134332014915,52.37194114127407
351,363300000002153.0,8,8,1,Oost,1086ZK,James Bradleystraat 4,POINT (127193.86279501181 485980.8896546491),False,0,4.9789991695871025,52.36101559093225
147,363300000001312.0,8,3,2,Nieuw-West,1064WD,Pradolaan 53,POINT (116980.46311213536 486747.5742736834),,0,4.82898163228763,52.36729404145268
2894,457300000000158.0,8,1,1,Weesp,1382SK,Henriëtte Roland Holsthof 42,POINT (131064.44593191419 480790.59874360333),False,0,5.036188663215238,52.314550182849054
2365,363300000005289.0,8,6,2,Centrumlocaties,Nederland,Vierwindenstraat 10,POINT (120955.66830322532 488981.97794741375),True,0,4.887119032096536,52.38763604114266
1950,363300000004717.0,8,3,3,Centrumlocaties,Nederland,Onbekendegracht 13,POINT (122160.7955517587 486158.39098846517),,0,4.905096731801796,52.362333041277736
2893,457300000000157.0,8,4,4,Weesp,1383KC,Reigersweide 29,POINT (131760.29569323856 479069.0564823775),False,0,5.046511751365736,52.29910756911481
318,363300000001844.0,8,7,4,Oost,1091GS,Wibautstraat 214,POINT (122735.88116372278 484942.07929071336),,2,4.913655861670172,52.35143571133389
505,363300000002571.0,8,7,3,Centrumlocaties,Nederland,Marnixplein,POINT (120658.27936597817 488033.59384421946),True,0,4.882847732058042,52.379094141216974
454,363300000002499.0,8,1,1,Centrum,Nederland,Begijnhof 46A,POINT (121159.21028537117 486933.31672701676),True,0,4.890315131940571,52.3692367412683
381,363300000002343.0,8,6,4,Oost,,Bart de Ligtstraat 1A,POINT (123410.9568660427 484357.1823451674),,0,4.923618701572348,52.34621825134452
1411,363300000003924.0,8,7,0,Centrumlocaties,Nederland,Oude Hoogstraat 21,POINT (117083.88879361037 488550.11867554556),,0,4.830296732400148,52.383501041330966
146,363300000001311.0,8,5,0,Nieuw-West,1064WC,Guggenheimlaan 29,POINT (117010.28470535943 486805.4159688776),False,0,4.829412932288961,52.36781594144761
2060,363300000004863.0,7,7,3,Centrumlocaties,Nederland,Weteringstraat 44,POINT (121057.17010858357 486091.161316418),,0,4.888901931892652,52.361661741327666
572,363300000002663.0,7,2,0,Oost,1097XN,Akkerstraat 36,POINT (124877.51129632514 483596.5789886518),False,0,4.945208575082394,52.33946474394621
363,363300000002172.0,7,7,5,Centrum,Nederland,Jan Kiststraat 139,POINT (123644.71427138106 487197.4521189181),True,6,4.926784331743422,52.37175814114829
226,363300000001513.0,7,4,0,Nieuw-West,1066JP,Sint-Truidenstraat 29,POINT (115832.37163288784 484140.83313057834),False,1,4.812429072211396,52.34378599166965
488,363300000002552.0,7,4,2,Centrumlocaties,Nederland,Eerste Looiersdwarsstraat 3C,POINT (120508.80368164773 486960.0280787161),True,0,4.880762731998491,52.36943634129342
534,363300000002604.0,7,2,1,Centrum,Nederland,Derde Egelantiersdwarsstraat 20I,POINT (120490.49339476973 487698.8225311905),True,0,4.880418032049899,52.37607494124584
280,363300000001633.0,7,5,3,Nieuw-West,1069PD,Geertruida van Lierstraat 35,POINT (113861.80335472652 485139.1775630712),False,0,4.78339093244673,52.35261434168524
2120,363300000004952.0,7,7,5,Noord,1024JJ,Slootdorpstraat 133,POINT (125888.87625471933 489654.19162716466),,0,4.9595237317152545,52.39396124089376
299,363300000001699.0,7,5,5,Noord,1033RR,Gutserstraat 63,POINT (121402.54955623465 491108.1102931651),,0,4.8934703422022805,52.40677165098514
296,363300000001694.0,7,2,1,Noord,1033DL,Ponserstraat 8,POINT (121830.14004449561 490719.39860259334),False,0,4.899792239755121,52.403304226326505
2704,363300000005851.0,7,5,1,Zuid,1083JM,Kranenburg 20,POINT (120542.84054085465 482840.5745392067),False,1,4.8816843317190735,52.33241564156183
51,363300000001032.0,7,3,1,Zuid,1081KK,Gaffelaarspad 10,POINT (118805.25819887462 482965.3668057991),False,0,4.8561799318773655,52.33342554162472
400,363300000002395.0,7,4,3,Oost,1087MK,Jaap Speyerstraat 36,POINT (128919.75329115696 484529.2277052704),False,0,5.004447891103989,52.34805352110595
1292,363300000003771.0,7,3,0,Zuid,1081CH,Gunterstein 1,POINT (119118.8909956826 481976.0010511182),False,0,4.8608865317843195,52.32455434167669
1939,363300000004700.0,7,7,0,Oost,1093JR,Oetewalerstraat 10,POINT (123629.89224992068 485759.56355936854),,0,4.926700841647694,52.358834501243315
2268,363300000005163.0,7,5,1,Centrumlocaties,Nederland,Laagte Kadijk 33 37,POINT (122807.88782590158 486939.15671171417),,0,4.914521531798451,52.36938834119986
2438,363300000005393.0,7,4,1,Zuidoost,1106LN,Holendrechtplein 22,POINT (126139.87514084771 479192.35273420997),,0,4.964108210989421,52.299949671573124
700,363300000002859.0,7,5,4,Oost,1097KW,F.C. Dondersstraat 12,POINT (123891.23745535634 484461.2156436385),False,0,4.930657235369992,52.34718063392189
123,363300000001241.0,7,5,3,Nieuw-West,1066GZ,Wessel Ilckenstraat 2,POINT (116678.98143731573 484104.3554787191),,0,4.824856432136337,52.34351784163735
198,363300000001446.0,7,4,2,Oost,1019TK,Lampenistenstraat 29,POINT (124983.00985206565 487398.05220746546),False,0,4.946417335578139,52.37363578347337
1854,363300000004584.0,7,1,0,Zuid,1077LA,Prinses Margrietstraat 2,POINT (119954.13871605505 484148.8378181821),False,1,4.872911666008085,52.34413622428386
148,363300000001313.0,7,7,4,Nieuw-West,1064WE,Hermitagelaan 61,POINT (116951.6876356905 486689.4576481594),False,0,4.828565732286195,52.36676974145763
105,363300000001179.0,7,6,2,Nieuw-West,1066SR,Vlimmerenstraat 29,POINT (115269.84560067537 484719.54615611315),,0,4.804106232298268,52.34894664165492
1955,363300000004722.0,7,1,1,Oost,1097ZT,Tuinbouwstraat 160,POINT (124805.08563655068 483613.0669090642),False,0,4.944144405097188,52.339608953950226
919,363300000003201.0,7,4,1,Nieuw-West,1068WE,Stoel en Spreehof 23,POINT (116099.53841176783 485176.82087005983),False,0,4.816229732257785,52.35311564159115
76,363300000001111.0,7,4,1,Zuidoost,1102SJ,Pikoletstraat 59,POINT (125974.27822329142 481005.11068457994),,0,4.961524571124786,52.31623308146014
95,363300000001159.0,7,4,1,Nieuw-West,1066KT,Zutendaalstraat 2,POINT (116004.28168041407 484769.3052127955),False,0,4.814878866956367,52.3494464492888
2531,363300000005546.0,6,5,2,Centrumlocaties,Nederland,Spuistraat 58,POINT (122555.28227454575 487244.4609386219),True,4,4.9107831318409225,52.37211734119025
1018,363300000003358.0,6,3,1,Nieuw-West,1068VW,Pisuissehof 23,POINT (115945.02842646983 485126.3115791761),False,0,4.813967832267644,52.35265074160075
759,363300000002947.0,6,6,5,Oost,1098RW,Biothof 2,POINT (124627.96437476021 484758.1449450382),,0,4.941442201493636,52.34989046126798
124,363300000001242.0,6,6,2,Nieuw-West,1066GM,Count Basiestraat 2,POINT (116679.54554390511 484161.2538542176),False,0,4.824858232140094,52.34402924163362
470,363300000002531.0,6,0,0,Centrum,Nederland,Eerste Bloemdwarsstraat 9III,POINT (120558.52768039287 487508.3007107152),True,0,4.881436632031176,52.37436694125551
2680,363300000005793.0,6,1,0,Zuidoost,1107DM,Wethouder Seegersplein 6,POINT (128072.03396881469 478314.55395321763),False,0,4.9925034638172505,52.29215836433216
86,363300000001134.0,6,6,5,Nieuw-West,1064DM,J. Dunnebierstraat 1,POINT (116510.0956512604 487406.3951991239),False,0,4.822000332372257,52.37318224142909
2255,363300000005145.0,6,2,1,Oost,1097PK,Fahrenheitstraat 31,POINT (123408.56580873717 484005.3707388306),False,0,4.923616631548933,52.3430562513677
2001,363300000004782.0,6,2,1,Zuid,1081HP,Pekkendam 1,POINT (119048.15477866011 482818.3035602656),False,0,4.85975909598551,52.33211977451973
1905,363300000004653.0,6,6,1,Centrumlocaties,Nederland,Nieuwezijdsvoorburg wijdesteeg 260,POINT (116775.4953404525 489297.45911656786),,0,4.825682232477019,52.39019614129508
122,363300000001239.0,6,6,2,Nieuw-West,1066GE,Duke Ellingtonstraat 13,POINT (116802.90406534955 484141.7053528006),False,0,4.826670632128196,52.343862141629835
1247,363300000003712.0,6,5,5,Centrumlocaties,Nederland,Marnixplein,POINT (120498.23660564929 487986.2083381696),,0,4.880502232068637,52.378658241226695
59,363300000001057.0,6,4,1,Centrumlocaties,Nederland,Geschutswerf 15,POINT (123214.4015971196 486649.6293282063),True,2,4.9205176317437145,52.36680994120201
1621,363300000004233.0,6,5,2,Centrumlocaties,Nederland,Maarten Jansz Kosterstraat 22,POINT (121989.67815532291 485970.28783932846),True,0,4.902603131803931,52.360632241297125
1820,363300000004536.0,6,3,2,Centrumlocaties,Nederland,Plantage Doklaan 25,POINT (122626.85492129035 486853.73722701),,0,4.91187170518776,52.36861000785299
63,363300000001079.0,6,4,1,Nieuw-West,1060TE,Madeirapad 23,POINT (114249.91134717646 484159.17117554735),False,0,4.789205832348102,52.34383574173313
618,363300000002740.0,6,4,2,Oost,1098RR,Aragohof 2,POINT (124550.7707558365 484839.8110532157),False,0,4.940301895306745,52.350620153821296
2742,363300000005936.0,6,1,0,Zuidoost,postcode niet in CMS,Marguerite Yourcenarstraat 1,POINT (125229.28607342295 481831.0159714208),False,0,4.95052616478386,52.3236160441333
2868,363300011951817.0,6,5,0,Noord,,Gerrit Bronkepad 3,POINT (124144.73064167686 490865.87521661934),,0,4.933789301948949,52.40475570088681
1673,363300000004307.0,6,3,0,Oost,1098TN,Mendelhof 1,POINT (124847.39598969139 484980.17238796514),False,0,4.944642751489508,52.35189799124436
894,363300000003160.0,6,5,1,Nieuw-West,1067LM,Cort van der Lindenkade 116,POINT (114645.32004150297 488078.56796818285),False,0,4.794537732576975,52.37908929146216
2519,363300000005512.0,6,1,0,Zuidoost,1107DH,Wethouder Vospad 2,POINT (128064.99105689648 478447.006857382),False,0,4.99238966383617,52.29334844431643
1878,363300000004617.0,6,6,3,Centrumlocaties,Nederland,Rapenburgerstraat 93HS,POINT (122342.19232474844 486904.46517393563),True,2,4.907687236180243,52.36904906275903
2706,363300000005853.0,6,3,0,Zuid,1083JH,Spangenhof 5,POINT (120547.1039075931 482967.12272486434),False,0,4.881733931727161,52.33355324155335
172,363300000001386.0,5,1,0,Noord,1024MH,Zuiderzeepark 82,POINT (125709.13091794813 488977.5122271647),,0,4.956942131684886,52.38787014094573
371,363300000002194.0,5,1,0,Nieuw-West,1060PW,Kölpinstraat 5,POINT (113712.40596499055 484682.6067352353),False,0,4.781254267149255,52.34849984473099
1958,363300000004725.0,5,2,0,Centrum,Nederland,Achter Oosteinde 18,POINT (121908.55938121327 485759.8336986765),True,1,4.901433031796781,52.35873594131428
399,363300000002394.0,5,2,0,Oost,1087MH,Loet C. Barnstijnstraat 42,POINT (128778.23560019852 484665.45070529915),False,0,5.002360394547539,52.349271083493235
2828,363300011951162.0,5,3,2,Oost,1087NA,Peter Martensstraat 70,POINT (129395.14881312646 484439.2840890232),False,0,5.011431541056313,52.347267511092255
390,363300000002380.0,5,3,1,Oost,1087NB,Jan Vrijmanstraat 290,POINT (129306.46166563673 484271.8427345361),False,0,5.0101427910527905,52.34575850110702
2366,363300000005290.0,5,2,1,Zuid,1081AW,Vijverhoef 1,POINT (119381.75885812449 482249.43153899244),False,0,4.864713315851898,52.32702884456153
99,363300000001166.0,5,4,1,Nieuw-West,1066LV,Maaseikpad 18,POINT (116157.87667861147 484661.99240423663),False,0,4.81714540221833,52.34849288162233
1881,363300000004621.0,5,4,0,Centrumlocaties,Nederland,Realengracht 40,POINT (121108.56016607676 488946.14261144266),,0,4.889368432080928,52.38732344113868
2026,363300000004814.0,5,3,1,Centrum,Nederland,Passeerdersstraat 16A,POINT (120571.73741105203 486788.51368305064),True,1,4.881704331981506,52.36789884130206
2832,363300011951171.0,5,2,2,Noord,1035RT,Hoopende Swaen 33,POINT (121809.71434411845 492369.21242334245),False,0,4.899328866803635,52.41813024313341
2226,363300000005096.0,5,4,1,Noord,1025RT,Texelplein 12,POINT (123590.81420745963 489515.49677649606),False,1,4.925776166106977,52.39258804333116
268,363300000001606.0,5,0,0,Noord,1033WV,Huifkarpad 1,POINT (120905.99019079487 492216.00990711973),False,0,4.886060766938026,52.41669794322733
1880,363300000004620.0,5,5,1,Centrumlocaties,Nederland,Kleine wittenburgerstraat  363,POINT (123148.72175778411 487080.236238675),,0,4.919512531778469,52.37067614117647
353,363300000002156.0,5,5,3,Oost,1086WE,Thomas Hoodstraat 4,POINT (127406.84175226637 485865.194546709),,0,4.982135201326323,52.35998653108028
119,363300000001233.0,5,4,1,Nieuw-West,1067VC,Bruins Slotstraat 23,POINT (114366.50593065504 488005.02132127836),,0,4.790452052595829,52.37840775147839
1569,363300000004163.0,5,0,0,Zuid,1077EV,Leonardostraat 2,POINT (119631.36587683985 484750.3413055639),False,0,4.868111997691565,52.349521445276025
2094,363300000004905.0,5,3,2,Zuid,1073HX,Willem Passtoorsstraat 24,POINT (121611.46791513551 484808.2434472923),,0,4.897166421758505,52.35016571138893
1458,363300000004002.0,5,4,3,Centrumlocaties,Nederland,Kleine Bickersstraat 20,POINT (121064.19742515744 488754.8653015207),,0,4.888736132071808,52.385601641153066
220,363300000001494.0,5,1,0,Nieuw-West,1066HT,Heusdenstraat 14,POINT (115989.61481635697 484132.40964641847),False,0,4.814737442197351,52.343721471663756
2712,363300000005864.0,5,1,0,Centrum,Nederland,Turfdraagsterpad 15-17,POINT (121399.83501343429 486897.3132187523),True,0,4.893851731917368,52.36892794126076
1603,363300000004208.0,5,3,1,Oost,1098SC,Lord Kelvinstraat 1,POINT (124628.54261659647 484875.17575564154),False,0,4.941440125298032,52.350942293810554
1856,363300000004586.0,5,2,1,Nieuw-West,1068KD,Jan Ligthartstraat 23,POINT (115430.7726629066 485151.40519891965),False,1,4.806417168216042,52.352839468743696
1894,363300000004641.0,5,2,1,Nieuw-West,1068AA,Reinveen 4,POINT (115002.84995098546 486501.23106635787),False,0,4.799976017173422,52.36493964440602
2684,363300000005804.0,5,3,1,Centrumlocaties,Nederland,Zeeburgerpad 22,POINT (123428.98729717205 486934.15465650824),,0,4.923641431744329,52.369379441174516
1139,363300000003546.0,5,3,1,Oost,1098JA,Herschelstraat 1,POINT (124362.99950672186 485212.80475854187),False,0,4.937512101547252,52.35396195124902
516,363300000002585.0,5,5,3,Centrumlocaties,Nederland,Tweede Laurierdwarsstraat 8A,POINT (120382.70821220122 487265.7306020602),True,1,4.8788798320299716,52.372175841278626
1308,363300000003791.0,5,4,3,Centrumlocaties,Nederland,Grote Bickersstraat 33II,POINT (121082.60122278015 488643.1141094529),,0,4.889017732062658,52.3845984411596
923,363300000003209.0,5,5,1,Centrumlocaties,Nederland,Bilderdijkkade 7,POINT (119657.18627603815 487103.70302914566),,0,4.868243632081563,52.37067344131913
645,363300000002774.0,5,5,3,West,1061DA,Baas Gansendonckstraat 2,POINT (117786.0613103621 487826.78456904006),,0,4.840689832291153,52.377048331349094
